08-07-2016,21:00:00,Campus FH Magdeburg-Stendal,Magdeburg,DE,http://www.eventrakete.de/magdeburg/no-border-festival/
08-07-2016,21:00:00,Campus FH Magdeburg-Stendal,Magdeburg,,http://www.eventrakete.de/magdeburg/no-border-festival/
08-07-2016,21:00:00,Campus FH Magdeburg-Stendal,Magdeburg,,
